so_luot_yeu_thich,so_luot_danh_gia,so_luong_ban,ten_nguoi_ban,diem_danh_gia,nganh_hang
13.0,5.0,5.0,renaultmalaysia.os,4.2,Shopee | Automotive | Automobiles
242.0,25.0,25.0,yebrta.my,4.9,Shopee | Men's Bags & Wallets | Crossbody Bags | Crossbody Bags
1800.0,5900.0,5900.0,tnk_online,4.9,Shopee | Fashion Accessories | More Accessories | Fashion Face Masks
1700.0,9900.0,9900.0,yieloo_wholesale,4.9,Shopee | Mobile & Accessories | Screen Protectors | Others
591.0,1100.0,1100.0,dr.chemist,4.9,Shopee | Automotive | Car Care | Tire & Wheel Care
19.0,20.0,20.0,aliffmuhmad,4.8,Shopee | Men Clothes | Sets | Occupational Attire
376.0,1700.0,1700.0,clownmart,4.9,Shopee | Groceries & Pets | Food Staple | Noodle & Vermicelli
257.0,1200.0,1200.0,vindaofficialstore,4.9,Shopee | Groceries & Pets | Household Supplies | Kitchen Tissues
120.0,544.0,544.0,csconlinestore,5.0,Shopee | Home Appliances | Cooling & Heating | Fans
795.0,2200.0,2200.0,valuesave,5.0,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers
321.0,199.0,199.0,auto_motorcycle.my,4.9,Shopee | Cameras & Drones | Others | Others
202.0,967.0,967.0,offspringinc.os,5.0,Shopee | Baby & Toys | Diapers & Potties | Disposable Diapers
67.0,307.0,307.0,qaystrading,5.0,Shopee | Groceries & Pets | Milk & Chocolate Drink | Adult Milk
907.0,982.0,982.0,lwfiwo.my,4.9,Shopee | Mobile & Accessories | Wearables | Straps
2600.0,2900.0,2900.0,cadarstore19,4.9,Shopee | Home & Living | Bedding | Bedding Sets & Sheets
8.0,35.0,35.0,zeddyml,5.0,Shopee | Mobile & Accessories | Mobile Reloads & Sim Cards | Others
280.0,128.0,128.0,smartlifestyle99,4.8,"Shopee | Home Appliances | Home Entertainment | Home Theatre Systems &, Soundbars"
1200.0,3600.0,3600.0,gadget_collection.os,4.9,Shopee | Mobile & Accessories | Cables & Chargers | Others
5300.0,15100.0,15100.0,allparts.os,4.9,Shopee | Mobile & Accessories | Screen Protectors | Others
2000.0,9800.0,9800.0,bsoonline,4.8,Shopee | Automotive | Car Care | Exterior Car Care
49.0,55.0,55.0,tuckysafety,4.9,Shopee | Men Clothes | Sets | Occupational Attire
95.0,29.0,29.0,chaikakilter.os,5.0,Shopee | Women's Bags | Backpacks | Backpack
160.0,96.0,96.0,vs.fashion.mall,4.9,Shopee | Men's Bags & Wallets | Men's Backpacks | Backpack
2.0,10.0,10.0,kakhaiza,4.9,Shopee | Groceries & Pets | Milk & Chocolate Drink | Chocolate & Malt
215.0,1400.0,1400.0,v2optical,4.9,Shopee | Baby & Toys | Kids Health & Skincare | Oral Care
10600.0,11700.0,11700.0,bsoonline,4.9,Shopee | Automotive | Car Care | Interior Car Care
5.0,71.0,71.0,s.wstudio,5.0,Shopee | Tickets & Vouchers | Shopee Official | Others
406.0,329.0,329.0,mr.cetak,4.9,Shopee | Tickets & Vouchers | Services | Others
22.0,151.0,151.0,wanshentrading,4.9,Shopee | Others | Fengshui & Religious Supplies
3.0,8.0,8.0,bealret,5.0,Shopee | Computer & Accessories | Desktops | DIY Desktops & Mini PCs
3.0,2.0,2.0,aikcheong,5.0,Shopee | Men's Bags & Wallets | Tote Bags | Tote Bags
40.0,26.0,26.0,bn6svbki2z,4.8,Shopee | Home Appliances | Home Entertainment | Amplifiers & Receivers
541.0,836.0,836.0,dreamtale__,4.9,Shopee | Women's Bags | Purses & Pouches | Card Wallet
11900.0,11300.0,11300.0,kunofficial,4.9,"Shopee | Home & Living | Bath | Mats, Towels & Robes"
12700.0,67600.0,67600.0,lingcharlene,4.9,Shopee | Mobile & Accessories | Screen Protectors | Others
2900.0,1600.0,1600.0,hollywoodmotorsport,4.9,Shopee | Automotive | Motorcycles & Parts | Motor Spare Parts
175.0,276.0,276.0,easysettle,4.9,Shopee | Home Appliances | Cooling & Heating | Air Conditioner Accessories
2000.0,1900.0,1900.0,beautystall.my,5.0,Shopee | Groceries & Pets | Household Supplies | Pods & Beads
78.0,14.0,14.0,happyhardware,4.9,Shopee | Cameras & Drones | Others | Others
1.0,1.0,1.0,c.t.forever,5.0,Shopee | Women Shoes | Boots | Others
55.0,274.0,274.0,qaystrading,5.0,Shopee | Groceries & Pets | Milk & Chocolate Drink | Adult Milk
453.0,369.0,369.0,jdex.os,4.9,Shopee | Sports & Outdoor | Women's Sports Shoes | Hiking Shoes
3300.0,4700.0,4700.0,fatiey_zarra,5.0,"Shopee | Groceries & Pets | Cooking Ingredients | Salt, Sugar & Seasonings"
235.0,427.0,427.0,angelmall1313,4.9,"Shopee | Automotive | Tyres, Rims & Accessories | Rims & Accessories"
11200.0,3100.0,3100.0,amgras.my,4.6,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
16.0,159.0,159.0,rjtoner,4.9,Shopee | Computer & Accessories | Desktops | DIY Desktops & Mini PCs
177.0,11.0,11.0,niture,4.8,Shopee | Home Appliances | Home Entertainment | Home Audio Accessories
383.0,1800.0,1800.0,momsprecious,5.0,Shopee | Baby & Toys | Formula & Food | Kids & Baby Cracker & Biscuits
109.0,58.0,58.0,boyaljml.my,4.9,Shopee | Fashion Accessories | More Accessories | DIY Accessories
559.0,1000.0,1000.0,lianhoe118,4.9,Shopee | Groceries & Pets | Food Staple | Noodle & Vermicelli
2900.0,3400.0,3400.0,liaopeixing,4.8,Shopee | Home Appliances | Cooling & Heating | Fans
2800.0,4000.0,4000.0,fersonsb,4.8,Shopee | Home Appliances | Small Kitchen Appliances | Multi-function & Pressure Cookers
4000.0,1600.0,1600.0,cestlavie22,4.9,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers
2.0,3.0,3.0,ky_dream,5.0,Shopee | Cameras & Drones | Others | Others
574.0,1200.0,1200.0,milando,4.9,Shopee | Men's Bags & Wallets | Men's Backpacks | Backpack
57.0,137.0,137.0,nicefamilymarket,4.9,Shopee | Baby & Toys | Diapers & Potties | Disposable Diapers
31.0,11.0,11.0,viortanmahjiong,4.8,Shopee | Baby & Toys | Kids Sports & Outdoor Play | Others
5800.0,636.0,636.0,sudingzai0.my,4.7,Shopee | Mobile & Accessories | Wearables | Smartwatches & Fitness Trackers
242.0,201.0,201.0,homey5shop,4.8,"Shopee | Home & Living | Bath | Mats, Towels & Robes"
8.0,23.0,23.0,hfsp.my,4.8,Shopee | Home Appliances | Home Entertainment | Amplifiers & Receivers
3900.0,14500.0,14500.0,joey_86,4.8,Shopee | Automotive | Car Care | Exterior Car Care
166.0,2200.0,2200.0,nestle.soldbyshopee,5.0,Shopee | Groceries & Pets | Coffee & Tea | Instant Coffee
22.0,8.0,8.0,jtravelmy,4.9,Shopee | Mobile & Accessories | Mobile Reloads & Sim Cards | Sim Cards
85.0,536.0,536.0,mother_baby_queen,4.9,Shopee | Baby & Toys | Feeding & Nursing | Bottle Feeding
18.0,29.0,29.0,mlelectric,4.7,Shopee | Home & Living | Lighting | Light Bulbs
101.0,134.0,134.0,heyona.my,4.9,Shopee | Mobile & Accessories | Cables & Chargers | Others
344.0,1500.0,1500.0,blackingstone,5.0,Shopee | Home & Living | Home Decor | Curtains & Blinds
243.0,60.0,60.0,hanif_ahmad93,5.0,Shopee | Men Clothes | Sets | Occupational Attire
1300.0,990.0,990.0,zhitao.my,4.8,Shopee | Men Clothes | Sets | Casual Set
753.0,2000.0,2000.0,hct_speedy,4.9,Shopee | Automotive | Car Exterior Decoration | Mud Flaps & Splash Guards
10.0,9.0,9.0,qmart168,5.0,Shopee | Cameras & Drones | Others | Others
1600.0,1900.0,1900.0,koreanshow2.my,4.9,Shopee | Men's Bags & Wallets | Messenger Bags | Messenger Bags
251.0,1100.0,1100.0,karen_miao,5.0,"Shopee | Groceries & Pets | Cereals | Cereal, Oats, Granola & Muesli"
14600.0,8700.0,8700.0,skmei.os,4.9,Shopee | Mobile & Accessories | Wearables | Smartwatches & Fitness Trackers
3900.0,6400.0,6400.0,md.megadeal,4.9,Shopee | Sports & Outdoor | Women's Sports Shoes | Running Shoes
143.0,192.0,192.0,qqfwholesale,4.9,Shopee | Women's Bags | Shoulder Bags | Shoulder Bags
170.0,50.0,50.0,oknice.my,4.9,Shopee | Mobile & Accessories | Cool Gadgets | Stylus
1.0,3.0,3.0,sumberfiltechmandiri.my,5.0,Shopee | Home & Living | Others | Others
758.0,655.0,655.0,ihousehold,4.8,Shopee | Women's Bags | Waist Bags | Waist Bags
12.0,9.0,9.0,omegashean,5.0,Shopee | Women Shoes | Others | Others
841.0,233.0,233.0,xiaomilocalstore.os,4.9,Shopee | Mobile & Accessories | Mobile Phones | Xiaomi
1300.0,761.0,761.0,cklybeautystore,4.9,"Shopee | Home & Living | Bath | Toilet Bowls, Shower Seats & Commodes"
1400.0,11600.0,11600.0,yieloo_wholesale,4.9,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
194.0,251.0,251.0,uniquejustforu,5.0,Shopee | Fashion Accessories | Hair Accessories | Hairties
111.0,17.0,17.0,albaatul,4.8,Shopee | Men Clothes | Sets | Occupational Attire
291.0,3500.0,3500.0,lakoeofficialstore,4.9,Shopee | Baby & Toys | Feeding & Nursing | Teethers & Pacifiers
15.0,31.0,31.0,kakhaiza,5.0,Shopee | Groceries & Pets | Milk & Chocolate Drink | Adult Milk
173.0,810.0,810.0,itcomputeraccessories,4.9,Shopee | Computer & Accessories | Desktops | Gaming Desktops
165.0,176.0,176.0,clicknclack,4.9,Shopee | Computer & Accessories | Computer Accessories | Gaming Keyboards
1.0,1.0,1.0,_doubles,5.0,Shopee | Sports & Outdoor | Acrobatic & Martial Arts | Training Equipment
18.0,11.0,11.0,kenny_pro_tv_store,5.0,Shopee | Home Appliances | Televisions | All Televisions
6900.0,9500.0,9500.0,happyparcel,4.9,Shopee | Baby & Toys | Baby & Toddler Play | Playards & Playpens
172.0,45.0,45.0,maxstore88,5.0,Shopee | Mobile & Accessories | Cool Gadgets | Other Gadgets
155.0,74.0,74.0,hardwaremise,4.9,Shopee | Home & Living | Others | Others
7800.0,16400.0,16400.0,ozganic,4.9,Shopee | Baby & Toys | Feeding & Nursing | Nursing Cover & Wear
78.0,99.0,99.0,ggcompany.my,5.0,Shopee | Women Shoes | Flat Sandals & Flip Flops | Others
11.0,13.0,13.0,3honline21,4.9,Shopee | Home & Living | Lighting | Light Bulbs
38.0,28.0,28.0,danny920,5.0,Shopee | Automotive | Automobiles
8.0,4.0,4.0,smartchoice2u,5.0,Shopee | Women Shoes | Others | Others
255.0,199.0,199.0,vendermall,4.9,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
936.0,3400.0,3400.0,boltgadget_my,4.9,Shopee | Mobile & Accessories | Screen Protectors | iPhone Screen Protectors
597.0,926.0,926.0,alice954,4.9,Shopee | Women Clothes | Sports & Beachwear | Sportswear
143.0,23.0,23.0,guozai.my,4.9,Shopee | Women's Bags | Handbags | Handbags
6700.0,61700.0,61700.0,pupici,5.0,Shopee | Baby & Toys | Feeding & Nursing | Bottle Feeding
1700.0,3300.0,3300.0,alsahhia,4.9,Shopee | Women's Bags | Backpacks | Backpack
4400.0,6600.0,6600.0,littlebossmalaysia,5.0,Shopee | Home Appliances | Small Kitchen Appliances | Others
257.0,394.0,394.0,etc365_household,4.9,Shopee | Home Appliances | Large Kitchen Appliances | Cooktops & Hoods
19.0,111.0,111.0,2wardshealthy,4.9,Shopee | Groceries & Pets | Bakery | Others
20.0,11.0,11.0,chenyongkang123.my,5.0,Shopee | Women Shoes | Boots | Rain Boots
109.0,14.0,14.0,iurehj.my,4.5,Shopee | Men's Bags & Wallets | Tote Bags | Tote Bags
9000.0,23900.0,23900.0,pandashop990,4.9,Shopee | Men's Bags & Wallets | Waist Bags | Waist Bags
0.0,5.0,5.0,rara9rara,5.0,Shopee | Cameras & Drones | Security Cameras & Systems | CCTV & IP Cameras
19.0,34.0,34.0,haohanstore.my,5.0,Shopee | Home Appliances | Landline Phones | Wired Phone
3200.0,10600.0,10600.0,glcftrading,4.9,Shopee | Baby & Toys | Feeding & Nursing | Bottle Feeding
2900.0,3500.0,3500.0,softlovebakeryingredients,4.9,"Shopee | Groceries & Pets | Baking Supplies | Colouring, Extract & Flavouring"
8000.0,12600.0,12600.0,fooyin88,4.9,Shopee | Women's Bags | Purses & Pouches | Coin Pouches
2400.0,1500.0,1500.0,funkygirlclub,5.0,Shopee | Automotive | Motorcycles & Parts | Motor Tyres & Rim
99.0,11.0,11.0,holoun.my,5.0,Shopee | Men Clothes | Sets | Costumes
104.0,133.0,133.0,shauqishop33,4.9,Shopee | Automotive | Motor Accessories | Others
3.0,2.0,2.0,youstar.21,5.0,Shopee | Men's Bags & Wallets | Men's Backpacks | Backpack
73.0,9.0,9.0,tjtemi.my,5.0,Shopee | Men's Bags & Wallets | Tote Bags | Tote Bags
3000.0,8300.0,8300.0,csonlinemall.os,4.9,Shopee | Men's Bags & Wallets | Waist Bags | Waist Bags
1800.0,630.0,630.0,coolslurppypowder,5.0,"Shopee | Groceries & Pets | Cooking Ingredients | Salt, Sugar & Seasonings"
3.0,2.0,2.0,kenny_pro_tv_store,5.0,Shopee | Home Appliances | Televisions | All Televisions
50.0,36.0,36.0,andy_mall.my,5.0,Shopee | Mobile & Accessories | Cool Gadgets | Stylus
158.0,249.0,249.0,mysweetstore.my,4.7,Shopee | Men Clothes | Sets | Occupational Attire
3400.0,468.0,468.0,jurassic.my,5.0,Shopee | Men Clothes | Sets | Costumes
19.0,20.0,20.0,aliffmuhmad,4.8,Shopee | Men Clothes | Sets | Occupational Attire
32.0,20.0,20.0,dasijiekankan.my,4.6,Shopee | Men Clothes | Sleepwear & Pajamas | Pajama Set
105.0,181.0,181.0,zunurainponiran,4.8,Shopee | Men Clothes | Sets | Occupational Attire
56.0,101.0,101.0,wenurse.my,4.9,Shopee | Men Clothes | Sets | Occupational Attire
183.0,77.0,77.0,sahib.my,4.9,Shopee | Men Clothes | Sets | Casual Set
53.0,125.0,125.0,aikqi,4.9,Shopee | Women Clothes | Tops | Shirts & Blouses
30.0,149.0,149.0,ivanma2020.my,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Shutters & Lenses
143.0,260.0,260.0,warmstation.my,4.8,Shopee | Mobile & Accessories | Selfie Accessories | Shutters & Lenses
186.0,43.0,43.0,vivomalaysia.os,5.0,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
17300.0,31300.0,31300.0,ibeli,4.9,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
4.0,2500.0,2500.0,medina.hijab,5.0,Shopee | Women Clothes | Others | Others
543.0,296.0,296.0,norelcraft,5.0,Shopee | Women Clothes | Others | Others
1700.0,2000.0,2000.0,grimo,4.9,Shopee | Women Clothes | Sports & Beachwear | Sportswear
3300.0,14600.0,14600.0,gadget_lab,4.8,Shopee | Mobile & Accessories | Cables & Chargers | Android Cables
1600.0,477.0,477.0,grosirkebaya_35000.my,4.9,Shopee | Women Clothes | Traditional Wear | Tops
475.0,362.0,362.0,topbeautyfashion7,4.8,Shopee | Women Clothes | Pants & Shorts | Shorts
283.0,653.0,653.0,tinafun888,4.6,Shopee | Men Clothes | Innerwear | Boxers & Trunks
10300.0,29700.0,29700.0,empire_casing,5.0,Shopee | Mobile & Accessories | Cases & Covers | Android Cases & Covers
32.0,16.0,16.0,fifarzk,4.9,Shopee | Women Clothes | Dresses | Maxi Dresses
735.0,1300.0,1300.0,fullcovermart,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
11100.0,12000.0,12000.0,setiaborongsales,4.8,Shopee | Men Clothes | Innerwear | Undershirts
3600.0,1800.0,1800.0,zaraboutiuqe,4.8,Shopee | Women Clothes | Others | Others
850.0,1800.0,1800.0,anythinguneed.ctong_17,4.9,Shopee | Mobile & Accessories | Cables & Chargers | Cables
2200.0,11700.0,11700.0,lingcharlene,4.9,Shopee | Mobile & Accessories | Screen Protectors | Others
6.0,149.0,149.0,awdhiyacollection,5.0,Shopee | Women Clothes | Outerwear | Sweaters & Cardigans
13400.0,9100.0,9100.0,cansheng.my,4.8,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
6600.0,348.0,348.0,syakira_batiktrusmi.my,4.8,Shopee | Women Clothes | Dresses | Wedding Dresses
50.0,74.0,74.0,crocus.os,4.9,Shopee | Women Clothes | Socks & Tights | Calf & Thigh
6.0,12.0,12.0,rex_subang,5.0,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
56.0,122.0,122.0,jomjimat888,4.9,Shopee | Women Clothes | Sports & Beachwear | Sportswear
2500.0,10500.0,10500.0,pandashop990,4.9,Shopee | Men Clothes | Innerwear | Boxers & Trunks
2800.0,7200.0,7200.0,sprise_localstore.my,4.9,Shopee | Mobile & Accessories | Audio | Earbuds
17.0,63.0,63.0,dhouse.store,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
48.0,402.0,402.0,huaqiang.my,4.8,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
18.0,60.0,60.0,ecostore88,4.8,Shopee | Home & Living | Housekeeping & Laundry | Cleaning Tools
2300.0,3400.0,3400.0,shuma3c,4.7,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
830.0,197.0,197.0,ms.wardrobe,4.4,Shopee | Women Clothes | Skirts | Maxi Skirts
5200.0,11500.0,11500.0,ugreen_official,4.9,Shopee | Mobile & Accessories | Cables & Chargers | iPhone Cables
3500.0,22200.0,22200.0,yieloo_wholesale,4.9,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
2900.0,11100.0,11100.0,ministore0000,4.9,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
112.0,125.0,125.0,xingda.my,4.8,Shopee | Women Clothes | Socks & Tights | Ankle
1200.0,4000.0,4000.0,orlvs.os,4.9,Shopee | Men Clothes | Innerwear | Briefs
258.0,47.0,47.0,penadlahtae,4.8,Shopee | Women Clothes | Others | Others
16600.0,20800.0,20800.0,switch_os,5.0,Shopee | Mobile & Accessories | Audio | Earbuds
957.0,7200.0,7200.0,blackgadgetsstore,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
95.0,483.0,483.0,cadarstation,4.8,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
319.0,107.0,107.0,pocolocal.os,4.9,Shopee | Mobile & Accessories | Mobile Phones | Other Brands
538.0,375.0,375.0,iicools,4.6,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
120.0,106.0,106.0,alin6508,5.0,Shopee | Women Clothes | Others | Others
8.0,4.0,4.0,xianyzs.my,5.0,Shopee | Women Clothes | Sports & Beachwear | Sportswear
3700.0,9300.0,9300.0,ugreen.my,5.0,Shopee | Mobile & Accessories | Cables & Chargers | iPhone Cables
348.0,1800.0,1800.0,jomgadget2021,4.8,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
14.0,16.0,16.0,lcom_shop,4.9,Shopee | Women Clothes | Sports & Beachwear | Swimsuits
60.0,84.0,84.0,softsnug,4.9,Shopee | Women Clothes | Sports & Beachwear | Sportswear
20900.0,2900.0,2900.0,baseusofficial.os,4.9,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
362.0,374.0,374.0,ladyfashionmall,4.9,Shopee | Women Clothes | Sports & Beachwear | Sportswear
454.0,669.0,669.0,kedai_murah_murah,4.9,Shopee | Women Clothes | Tops | Tanks & Tube
3200.0,3800.0,3800.0,tzy7276.my,4.9,Shopee | Mobile & Accessories | Cases & Covers | iPhone Cases & Covers
138.0,552.0,552.0,allblue5367,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
55.0,51.0,51.0,qzsylff1.my,4.7,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
7.0,5.0,5.0,zxyouping4.my,5.0,Shopee | Women Clothes | Sports & Beachwear | Sportswear
4000.0,1500.0,1500.0,bycikdara,4.9,Shopee | Women Clothes | Traditional Wear | Others
4900.0,7100.0,7100.0,pinengmalaysia.os,4.9,Shopee | Mobile & Accessories | Powerbanks & Batteries | Powerbanks
585.0,273.0,273.0,dfo_01,4.8,Shopee | Women Clothes | Sports & Beachwear | Swimsuits
1.0,18.0,18.0,sashabdullahshop,5.0,Shopee | Women Clothes | Tops | Others
11700.0,6600.0,6600.0,butikcasual.my,4.9,Shopee | Women Clothes | Skirts | Mini Skirts
4300.0,8500.0,8500.0,ezgadgetsmy,4.9,Shopee | Mobile & Accessories | Screen Protectors | iPhone Screen Protectors
7600.0,9600.0,9600.0,noppapot.my,4.9,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts
95.0,44.0,44.0,xianyzs.my,4.5,Shopee | Women Clothes | Sports & Beachwear | Sportswear
42.0,56.0,56.0,weiweilee0805,4.9,"Shopee | Health & Beauty | Hand Care | Masks, Lotion, Cream & Scrubs"
392.0,819.0,819.0,pasarayalongwan,4.9,Shopee | Muslim Fashion | Muslimah Wear | Baju Kurung & Kebaya
624.0,3300.0,3300.0,embrace.s,4.9,Shopee | Health & Beauty | Personal Pleasure | Adult Toys
354.0,558.0,558.0,helven,4.9,Shopee | Health & Beauty | Eye Make Up | Eyelid Tape & Eyelashes
891.0,707.0,707.0,print.it.on9.mall,5.0,Shopee | Home & Living | Home Decor | Table Cloths
297.0,476.0,476.0,forest.os,4.9,Shopee | Women Clothes | Pants & Shorts | Shorts
38.0,77.0,77.0,kosmetikviralmisslaici,5.0,Shopee | Health & Beauty | Sun Care | Body Sunscreen & After Sun
93.0,19.0,19.0,zhengweixing.my,4.8,Shopee | Men Clothes | Suits | Suit Vests & Waistcoats
118.0,206.0,206.0,jabed0107139351,4.7,Shopee | Men Clothes | Others | Others
286.0,1100.0,1100.0,twinkleshoppe,4.8,Shopee | Health & Beauty | Bath & Body | Body Wash & Soap
15.0,116.0,116.0,mjreload993,5.0,Shopee | Mobile & Accessories | Audio | Wireless Earbuds
976.0,1300.0,1300.0,ayujazz,4.8,Shopee | Women Clothes | Plus Size | Denim
2700.0,472.0,472.0,beautifulcabin,4.6,Shopee | Women Clothes | Outerwear | Blazers
369.0,253.0,253.0,beautifulcabin,4.8,Shopee | Women Clothes | Outerwear | Coats & Jackets
72.0,155.0,155.0,looknsee_online,4.9,"Shopee | Mobile & Accessories | Audio | CD, DVD, & Blu-ray Players"
1300.0,6600.0,6600.0,allparts.os,4.6,Shopee | Mobile & Accessories | Screen Protectors | Android Screen Protectors
4200.0,7700.0,7700.0,gildan.os,4.9,Shopee | Men Clothes | Tops | Polo Shirts
635.0,4000.0,4000.0,momohouse.os,4.9,Shopee | Baby & Toys | Nursery | Blankets & Wrappers
1000.0,1300.0,1300.0,trendy.fashion,4.8,Shopee | Men Clothes | Pants | Jeans
404.0,3300.0,3300.0,toys69xx,4.8,Shopee | Health & Beauty | Personal Pleasure | Adult Toys
837.0,2900.0,2900.0,th_fashion,4.9,Shopee | Men Clothes | Pants | Joggers & Sweatpants
114.0,406.0,406.0,supernail.my,4.9,Shopee | Health & Beauty | Eye Make Up | Eyebrow
42.0,60.0,60.0,cocostarecoshop,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
339.0,658.0,658.0,km_fashion,4.9,"Shopee | Home & Living | Home Storage & Organization | Storage Boxes, Bags & Baskets"
1600.0,6400.0,6400.0,qj_baby_shop,4.9,Shopee | Baby & Toys | Diapers & Potties | Disposable Diapers
371.0,179.0,179.0,ieydabob,4.8,Shopee | Men Clothes | Traditional Wear | Sets
323.0,1900.0,1900.0,picyshoe,5.0,Shopee | Health & Beauty | Bath & Body | Body Wash & Soap
97.0,86.0,86.0,norwahida46,4.8,Shopee | Men Clothes | T-shirts & Singlets | Others
147.0,151.0,151.0,want2buymall,4.8,Shopee | Baby & Toys | Kids Sports & Outdoor Play | Kids Ball
2800.0,4800.0,4800.0,homie.co,4.8,Shopee | Home Appliances | Cooling & Heating | Humidifiers & Air Purifiers
45700.0,103200.0,103200.0,pissardo_gallery,4.9,Shopee | Health & Beauty | Medical Supplies | Health Accessories
101.0,600.0,600.0,comfortshopmuar,5.0,Shopee | Men Clothes | Sports Wear | Training Wear
3100.0,97.0,97.0,tokera.my,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
379.0,205.0,205.0,whafbmzjvv,4.8,Shopee | Health & Beauty | Pedicure & Manicure | Others
1400.0,2400.0,2400.0,sunrisefashion.my,4.9,Shopee | Women Clothes | Outerwear | Sweaters & Cardigans
16500.0,3200.0,3200.0,lovito.os,4.9,Shopee | Women Clothes | Outerwear | Sweaters & Cardigans
625.0,934.0,934.0,sena_official,5.0,Shopee | Health & Beauty | Hair Care | Hair & Scalp Treatments
248.0,32700.000000000004,32700.000000000004,skintificofficialstore,4.9,Shopee | Health & Beauty | Skincare | Moisturizer & Cream
17.0,5.0,5.0,yifangtechnology.my,5.0,Shopee | Home Appliances | Home Entertainment | Amplifiers & Receivers
7.0,22.0,22.0,cecil.mcbee88,4.7,"Shopee | Health & Beauty | Foot Care | Masks, Lotion, Cream & Scrubs"
13.0,38.0,38.0,zeelifestyle1,4.4,Shopee | Health & Beauty | Face Make Up | Powder & Compacts
538.0,1200.0,1200.0,huang8605,4.7,Shopee | Mobile & Accessories | Screen Protectors | iPhone Screen Protectors
2400.0,2000.0,2000.0,graceandglow.my,4.9,Shopee | Health & Beauty | Bath & Body | Body Wash & Soap
9.0,28.0,28.0,elviaolshop0407,4.9,Shopee | Groceries & Pets | Instant Food | Instant Noodle & Pasta
971.0,615.0,615.0,pemborongjimat,4.9,Shopee | Baby & Toys | Kids Sports & Outdoor Play | Blaster Toys
1300.0,3400.0,3400.0,faiz_the_store97,4.8,Shopee | Health & Beauty | Personal Pleasure | Adult Accessories & Others
312.0,100.0,100.0,asalways1206,4.9,Shopee | Home Appliances | Large Kitchen Appliances | Refrigerators
192.0,488.0,488.0,beautystore.cosmetic,5.0,Shopee | Health & Beauty | Eye Make Up | Eyebrow
7200.0,20900.0,20900.0,nazri9666,4.8,Shopee | Men Clothes | Plus Size | Others
629.0,1100.0,1100.0,manwei.my,4.9,Shopee | Men Clothes | Sets | Occupational Attire
137.0,47.0,47.0,rjmank,4.8,Shopee | Health & Beauty | Supplements | Well-being
319.0,1200.0,1200.0,fooyin88,4.8,Shopee | Women Clothes | Socks & Tights | Calf & Thigh
9.0,28.0,28.0,pinkpointskincareshop,5.0,Shopee | Health & Beauty | Eye Care | Eye Mask
244.0,1100.0,1100.0,blessedbeestore,4.8,Shopee | Baby & Toys | Kids Health & Skincare | Nasal Care
413.0,591.0,591.0,homie.os,4.9,Shopee | Baby & Toys | Baby & Toddler Play | Activity Gyms & Playmats
121.0,80.0,80.0,happy_tool,4.9,Shopee | Home & Living | Others | Others
6800.0,18800.0,18800.0,vt.apparel,4.9,Shopee | Men Clothes | Tops | Polo Shirts
1400.0,12000.0,12000.0,hl_store_1945,5.0,Shopee | Baby & Toys | Formula & Food | Growing-Up Milk (3+ years)
142.0,309.0,309.0,wangjiayu2020.my,4.8,Shopee | Health & Beauty | Eye Make Up | Eyebrow
926.0,7800.0,7800.0,88gadgetstore,4.9,Shopee | Mobile & Accessories | Selfie Accessories | Monopod
556.0,320.0,320.0,kaka.justcc.os,4.9,Shopee | Women Clothes | Pants & Shorts | Leggings & Jeggings
3500.0,7100.0,7100.0,f2000shop,4.8,Shopee | Men Clothes | Plus Size | Large Size Pants
188.0,215.0,215.0,want2buymall,4.9,Shopee | Home & Living | Home Storage & Organization | Others
796.0,2300.0,2300.0,gildan.os,4.9,Shopee | Men Clothes | Sets | Casual Set
60.0,48.0,48.0,hhmen.my,4.8,Shopee | Men Clothes | Traditional Wear | Tops
